letter,pronunciation,syllable,initial,finality,letter_img_url,sound_url,,,,,,
크레파스,크레파쓰,4,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(17).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,17,).png
테이프,테이프,3,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(18).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,18,).png
파리,파리,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(19).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,19,).png
파인애플,파이내플,4,ㅍ,ㄹ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(20).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,20,).png
판다,판다,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(21).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,21,).png
팔찌,팔지,2,ㅍ,ㄹ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(22).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,22,).png
팬티,팬티,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(23).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,23,).png
퍼즐,퍼즐,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(24).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,24,).png
펭귄,펭귄,2,ㅍ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(25).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,25,).png
편의점,펴니점,3,ㅍ,ㅁ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(26).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,26,).png
편지,편지,2,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(27).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,27,).png
포도,포도,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(28).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,28,).png
포크,포크,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(29).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,29,).png
포크레인,포크레인,4,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(30).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,30,).png
표지판,표지판,3,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(31).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,31,).png
피아노,피아노,3,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(32).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,32,).png
피자,피자,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(33).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,33,).png
필통,필통,2,ㅍ,ㄹ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(34).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,34,).png
해파리,해파리,3,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(35).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,35,).png
휴대폰,휴대폰,3,ㅍ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/v/v+(36).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,v/v+(,36,).png
