letter,pronunciation,syllable,initial,finality,letter_img_url,sound_url,,,,,,
송편,송편,2,ㅅ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(26).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,26,).png
신발,신발,2,ㅅ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(27).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,27,).png
실로폰,실로폰,3,ㅅ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(28).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,28,).png
에어컨,에어컨,3,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(29).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,29,).png
연필,연필,2,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(30).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,30,).png
오렌지,오렌지,3,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(31).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,31,).png
왕관,왕관,2,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(32).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,32,).png
우산,우ː산,2,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(33).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,33,).png
원숭이,원ː숭이,3,ㅇ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(34).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,34,).png
자전거,자전거,3,ㅈ,ㄴ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/es/es+(35).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,es/es+(,35,).png
