letter,pronunciation,syllable,initial,finality,letter_img_url,sound_url,,,,,,
신호등,신ː호등,3,ㅅ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(27).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,27,).png
아보카도,아보카도,4,ㅇ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(28).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,28,).png
운동화,운ː동화,3,ㅇ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(29).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,29,).png
자동차,자동차,3,ㅈ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(30).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,30,).png
카드,카드,2,ㅋ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(31).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,31,).png
포도,포도,2,ㅍ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(32).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,32,).png
호두,호두,2,ㅎ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/e/e+(33).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,e/e+(,33,).png
낚싯대,낙씨때,3,ㄸ,ㄱ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(1).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,1,).png
딸기잼,딸기쨈,3,ㄸ,ㅁ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(2).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,2,).png
땅콩,땅콩,2,ㄸ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(3).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,3,).png
똥,똥,1,ㄸ,ㅇ,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(4).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,4,).png
메뚜기,메뚜기,3,ㄸ,null,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/ee/ee+(5).png,,,,https://ggomalggomal.s3.ap-southeast-2.amazonaws.com/ggomal/word/,ee/ee+(,5,).png
